,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked,Matches
995,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,29,1994,22.3,1177,1109,61,29,0,17,52,8,18,3,11,0,953,7,36,Matches
996,Papu Gómez,ar ARG,"MF,FW",Monza,it Serie A,35,1988,0.5,19,13,5,1,1,0,5,0,4,1,2,0,11,1,0,Matches
997,Sergio Gómez,es ESP,"FW,MF",Manchester City,eng Premier League,22,2000,0.6,54,52,2,0,1,0,4,1,1,1,0,0,46,0,1,Matches
998,Unai Gómez,es ESP,MF,Athletic Club,es La Liga,20,2003,9.7,260,234,26,6,1,1,21,0,14,11,1,0,198,0,5,Matches
999,Iron Gomis,fr FRA,MF,Salernitana,it Serie A,23,1999,1.5,69,67,2,1,0,0,1,0,1,0,0,0,62,0,2,Matches
1000,Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1989,14.4,772,756,15,15,4,13,1,0,0,0,0,0,666,1,13,Matches
1001,Édgar González,es ESP,"DF,MF",Almería,es La Liga,26,1997,28.0,1350,1296,51,35,0,8,2,2,0,0,0,0,1150,3,6,Matches
1002,Enso Gonzalez,py PAR,"MF,DF",Wolves,eng Premier League,18,2005,0.0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
1003,Fabio González,es ESP,MF,Las Palmas,es La Liga,26,1997,1.4,129,125,4,2,0,1,2,1,0,0,0,0,119,0,1,Matches
1004,Giovanni González,uy URU,DF,Mallorca,es La Liga,28,1994,27.4,1244,1047,187,12,0,4,62,175,0,0,0,0,936,10,31,Matches
1005,Hugo González,es ESP,"MF,FW",Valencia,es La Liga,20,2003,1.0,39,35,4,1,0,0,9,0,3,0,2,0,24,0,4,Matches
1006,Iñaki González,es ESP,MF,Las Palmas,es La Liga,19,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1007,Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,21,2002,14.3,463,444,16,5,0,7,10,5,0,0,0,0,348,3,10,Matches
1008,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,25,1998,21.3,789,753,33,3,5,15,39,29,1,1,0,0,560,3,27,Matches
1009,Peter González,do DOM,"MF,FW",Valencia,es La Liga,21,2002,7.2,162,150,12,4,0,0,18,8,0,0,0,0,108,0,12,Matches
1010,Urko González,es ESP,MF,Real Sociedad,es La Liga,22,2001,1.7,89,89,0,0,0,0,0,0,0,0,0,0,71,0,1,Matches
1011,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,22,2001,32.1,1055,963,90,14,8,11,111,20,50,18,16,0,803,2,34,Matches
1012,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1013,Daniel Gore,eng ENG,MF,Manchester Utd,eng Premier League,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1014,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,28,1995,24.9,1754,1708,43,30,9,10,10,10,0,0,0,0,1559,3,22,Matches
1015,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,32,1990,1.0,19,16,3,1,0,0,0,0,0,0,0,0,12,0,0,Matches
1016,Andoni Gorosabel,es ESP,DF,Alavés,es La Liga,26,1996,31.7,1329,1014,311,25,0,3,81,285,1,0,0,0,1059,4,32,Matches
1017,Robin Gosens,de GER,"DF,MF",Union Berlin,de Bundesliga,29,1994,25.4,1184,961,220,11,3,2,64,207,2,0,2,0,858,3,36,Matches
1018,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,31,1992,23.0,1325,1259,61,23,6,4,54,10,27,9,13,0,1050,5,33,Matches
1019,Amine Gouiri,dz ALG,"FW,MF",Rennes,fr Ligue 1,23,2000,23.0,764,741,22,3,2,0,7,3,7,0,0,0,625,1,25,Matches
1020,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,32,1991,28.8,1490,1414,64,58,3,17,18,3,0,0,0,0,1147,12,14,Matches
1021,Pablo Gozalbez,es ESP,"MF,FW",Valencia,es La Liga,22,2001,1.1,32,31,0,0,0,0,1,0,0,0,0,0,16,1,2,Matches
1022,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,30,1992,23.5,1383,1335,43,42,1,14,17,1,0,0,0,0,1181,5,8,Matches
1023,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,34,1988,2.0,92,71,21,6,0,0,0,0,0,0,0,0,61,0,0,Matches
1024,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26,1996,6.7,292,269,23,6,2,2,44,5,12,3,8,0,209,0,20,Matches
1025,Alberto Grassi,it ITA,MF,Empoli,it Serie A,28,1995,20.1,861,818,39,31,3,1,5,4,0,0,0,0,696,4,13,Matches
1026,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,21,2002,12.5,504,492,9,3,4,2,4,4,0,0,0,0,415,3,14,Matches
1027,Ryan Gravenberch,nl NED,FW,Bayern Munich,de Bundesliga,21,2002,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
1028,Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,26,1996,0.3,13,10,3,1,0,0,1,0,0,0,0,0,7,0,0,Matches
1029,Ivo Grbić,hr CRO,GK,Sheffield Utd,eng Premier League,27,1996,8.6,298,162,134,45,0,0,0,0,0,0,0,0,148,2,0,Matches
1030,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,27,1995,11.2,580,560,19,3,3,2,16,11,5,2,0,0,499,1,21,Matches
1031,Mason Greenwood,eng ENG,"MF,FW",Getafe,es La Liga,21,2001,29.6,1036,962,66,21,4,32,107,3,39,28,1,0,777,8,24,Matches
1032,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,29,1994,18.7,440,422,16,1,0,0,11,0,0,0,0,0,268,2,16,Matches
1033,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,26,1997,1.0,32,20,12,3,0,0,0,0,0,0,0,0,24,0,0,Matches
1034,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,32,1991,29.4,1383,1212,161,33,13,14,123,4,94,28,42,0,1062,10,32,Matches
1035,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,30,1993,25.8,1335,1131,193,63,7,17,173,13,79,43,28,0,971,11,24,Matches
1036,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,de Bundesliga,27,1995,25.5,1753,1643,107,71,7,4,17,7,5,1,4,0,1496,3,20,Matches
1037,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,27,1995,30.9,2148,1801,338,35,5,11,202,192,111,60,17,1,1762,9,49,Matches
1038,Christian Groß,de GER,"DF,MF",Werder Bremen,de Bundesliga,34,1989,8.9,499,484,14,9,0,0,8,2,0,0,0,0,427,1,4,Matches
1039,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,32,1991,34.6,3223,2903,309,120,5,16,238,47,133,56,57,3,2774,11,41,Matches
1040,Brajan Gruda,de GER,"MF,FW",Mainz 05,de Bundesliga,19,2004,18.2,658,562,95,7,5,2,53,73,12,6,2,0,425,1,24,Matches
1041,Ilia Gruev,bg BUL,MF,Werder Bremen,de Bundesliga,23,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
1042,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,36,1987,26.7,804,524,278,65,0,2,0,0,0,0,0,0,555,2,0,Matches
1043,Andrés Guardado,mx MEX,MF,Betis,es La Liga,36,1986,5.0,298,275,22,11,0,7,11,2,9,2,6,0,253,1,5,Matches
1044,Sergi Guardiola,es ESP,"FW,MF",Cádiz,es La Liga,32,1991,5.5,209,202,7,3,0,3,17,1,0,0,0,0,148,0,12,Matches
1045,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,31,1991,19.4,1061,1011,46,43,1,14,3,3,0,0,0,0,914,4,11,Matches
1046,Gabriel Gudmundsson,se SWE,"DF,FW",Lille,fr Ligue 1,24,1999,14.1,560,479,80,11,0,0,36,68,1,0,0,0,437,1,24,Matches
1047,Gonçalo Guedes,pt POR,"FW,MF",Villarreal,es La Liga,26,1996,10.6,333,306,23,2,0,3,27,1,8,1,1,0,255,4,11,Matches
1048,Axel Gueguin,fr FRA,"DF,FW",Montpellier,fr Ligue 1,18,2005,1.5,43,38,5,0,0,0,2,5,0,0,0,0,28,0,3,Matches
1049,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,23,2000,22.5,1309,1251,56,51,1,18,3,5,0,0,0,0,1138,2,5,Matches
1050,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,24,1999,26.3,1119,1081,33,16,5,3,42,17,0,0,0,0,926,5,27,Matches
1051,Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,24,1999,0.2,12,10,2,1,0,0,1,0,1,0,0,0,9,0,1,Matches
1052,Javier Guerra,es ESP,MF,Valencia,es La Liga,20,2003,27.8,969,944,21,13,6,12,24,2,0,0,0,0,700,4,31,Matches
1053,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,de Bundesliga,29,1993,13.2,1017,940,76,9,0,0,42,52,15,3,9,0,880,1,16,Matches
1054,Axel Guessand,fr FRA,DF,Udinese,it Serie A,18,2004,0.5,27,27,0,0,0,1,0,0,0,0,0,0,21,0,0,Matches
1055,Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,22,2001,17.3,294,263,31,0,3,1,11,1,0,0,0,0,218,0,12,Matches
1056,Ander Guevara,es ESP,MF,Alavés,es La Liga,26,1997,32.6,1471,1431,35,26,8,3,8,2,7,1,0,0,1111,5,35,Matches
1057,Pape Gueye,sn SEN,"MF,DF",Marseille,fr Ligue 1,24,1999,8.5,487,475,11,10,0,1,9,1,0,0,0,0,396,1,10,Matches
1058,Josuha Guilavogui,fr FRA,DF,Mainz 05,de Bundesliga,32,1990,4.5,180,171,9,9,0,0,0,0,0,0,0,0,155,0,0,Matches
1059,Morgan Guilavogui,gn GUI,"FW,MF",Lens,fr Ligue 1,25,1998,6.3,222,213,7,0,0,0,5,1,0,0,0,0,166,2,9,Matches
1060,Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,28,1994,27.7,1467,1242,224,48,1,7,85,161,15,8,4,1,1108,1,25,Matches
1061,Hugo Guillamón,es ESP,MF,Valencia,es La Liga,23,2000,14.6,695,649,43,42,2,11,6,0,0,0,0,0,564,3,9,Matches
1062,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,25,1997,36.3,2312,2185,115,100,26,27,32,5,3,1,1,0,1940,12,30,Matches
1063,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,27,1996,24.5,777,752,21,1,9,1,1,3,0,0,0,0,629,4,17,Matches
1064,Marc Guiu,es ESP,"FW,MF",Barcelona,es La Liga,17,2006,0.8,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
1065,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,33,1990,13.0,470,351,119,22,0,0,0,0,0,0,0,0,406,0,0,Matches
1066,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,32,1991,22.7,1095,1031,62,39,0,6,3,4,0,0,0,0,942,2,6,Matches
1067,Arda Güler,tr TUR,"FW,MF",Real Madrid,es La Liga,18,2005,4.2,218,205,13,4,0,3,13,2,6,5,0,0,183,0,4,Matches
1068,Gerard Gumbau,es ESP,MF,Granada,es La Liga,28,1994,29.7,1504,1289,201,112,7,24,150,3,86,30,36,1,1079,14,29,Matches
1069,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,25,1998,5.3,195,144,51,0,0,0,8,51,0,0,0,0,138,0,5,Matches
1070,İlkay Gündoğan,de GER,MF,Barcelona,es La Liga,32,1990,33.3,2510,2228,271,96,16,17,157,5,140,60,50,1,2163,11,29,Matches
1071,Christian Günter,de GER,DF,Freiburg,de Bundesliga,30,1993,11.8,505,409,96,12,0,1,62,68,16,10,4,0,387,0,16,Matches
1072,Jon Guridi,es ESP,MF,Alavés,es La Liga,28,1995,29.8,830,805,19,1,2,3,21,1,0,0,0,0,643,6,20,Matches
1073,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,26,1996,24.6,618,585,30,1,1,3,11,1,0,0,0,0,422,3,27,Matches
1074,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,20,2003,19.5,1423,1244,176,38,2,0,64,138,0,0,0,0,1230,3,29,Matches
1075,Miguel Gutiérrez,es ESP,DF,Girona,es La Liga,22,2001,33.7,1855,1586,263,28,9,3,97,235,0,0,0,0,1595,6,33,Matches
1076,Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26,1997,33.5,1213,1006,204,80,5,8,179,16,93,34,48,2,907,3,34,Matches
1077,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,21,2002,25.9,1919,1737,178,28,3,10,33,150,0,0,0,0,1671,4,38,Matches
1078,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,29,1994,20.9,550,500,45,3,1,0,23,41,0,0,0,0,412,5,23,Matches
1079,Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,31,1992,19.6,750,709,39,30,0,1,0,9,0,0,0,0,630,2,2,Matches
1080,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,23,2000,28.4,388,375,12,1,2,0,5,1,0,0,0,0,295,1,17,Matches
1081,Nicolas Haas,ch SUI,MF,Empoli,it Serie A,27,1996,1.0,51,50,1,1,1,0,0,0,0,0,0,0,46,0,1,Matches
1082,Janik Haberer,de GER,"MF,DF",Union Berlin,de Bundesliga,29,1994,13.6,553,517,34,2,0,3,15,29,0,0,0,0,412,2,13,Matches
1083,Robin Hack,de GER,"FW,MF",Gladbach,de Bundesliga,24,1998,15.0,525,485,39,10,3,4,44,3,20,9,9,0,389,1,22,Matches
1084,Antwoine Hackford,eng ENG,FW,Sheffield Utd,eng Premier League,19,2004,0.1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1085,Munir El Haddadi,ma MAR,FW,Las Palmas,es La Liga,27,1995,27.2,760,716,41,16,4,15,41,2,9,4,2,0,584,3,22,Matches
1086,Jaouen Hadjam,dz ALG,DF,Nantes,fr Ligue 1,20,2003,1.2,103,96,7,1,0,0,12,6,0,0,0,0,80,0,1,Matches
1087,Ianis Hagi,ro ROU,"MF,FW",Alavés,es La Liga,24,1998,8.9,301,227,71,15,4,5,54,15,32,10,12,0,194,3,14,Matches
1088,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,25,1998,17.0,825,810,14,13,2,4,4,1,0,0,0,0,694,1,16,Matches
1089,Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,30,1992,8.2,431,373,56,12,0,3,22,42,0,0,0,0,358,2,11,Matches
1090,Oualid El Hajjam,ma MAR,"DF,MF",Le Havre,fr Ligue 1,32,1991,4.4,234,203,29,2,0,0,10,27,0,0,0,0,176,2,4,Matches
1091,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,24,1998,21.5,1979,1773,203,29,4,6,79,160,14,1,7,0,1712,3,42,Matches
1092,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,18,2004,8.7,553,475,76,11,0,2,23,59,6,6,0,0,452,2,12,Matches
1093,Sébastien Haller,ci CIV,FW,Dortmund,de Bundesliga,29,1994,4.4,115,109,6,0,1,0,0,0,0,0,0,0,78,0,2,Matches
1094,Gustavo Hamer,nl NED,MF,Sheffield Utd,eng Premier League,26,1997,32.3,1102,945,152,43,5,9,115,1,78,45,22,4,754,5,27,Matches
1095,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,26,1997,11.0,439,427,10,8,0,4,0,0,0,0,0,0,342,2,2,Matches
1096,Isak Hansen-Aarøen,no NOR,MF,Werder Bremen,de Bundesliga,18,2004,0.3,14,13,1,0,0,0,0,1,0,0,0,0,11,0,0,Matches
1097,Ridgeciano Haps,sr SUR,DF,Genoa,it Serie A,30,1993,8.6,221,199,22,0,0,0,16,22,0,0,0,0,161,0,7,Matches
1098,Genki Haraguchi,jp JPN,MF,Stuttgart,de Bundesliga,32,1991,0.3,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
1099,Amine Harit,ma MAR,"MF,FW",Marseille,fr Ligue 1,26,1997,20.2,966,904,55,12,9,0,39,14,25,10,7,0,815,7,15,Matches
1100,Luke Harris,wls WAL,MF,Fulham,eng Premier League,18,2005,0.8,14,11,3,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1101,Jack Harrison,eng ENG,"MF,FW",Everton,eng Premier League,26,1996,24.6,631,608,17,2,4,0,81,10,4,4,0,0,409,6,32,Matches
1102,Abdou Harroui,nl NED,"MF,FW",Frosinone,it Serie A,25,1998,11.3,383,361,18,4,4,2,12,6,2,1,0,0,303,4,11,Matches
1103,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,de Bundesliga,39,1984,2.4,189,183,6,6,1,0,1,0,0,0,0,0,166,0,1,Matches
1104,Daiki Hashioka,jp JPN,DF,Luton Town,eng Premier League,24,1999,6.6,282,264,18,1,0,2,9,17,0,0,0,0,227,0,7,Matches
1105,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,29,1994,12.4,616,515,97,4,0,2,34,93,0,0,0,0,514,4,16,Matches
1106,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,it Serie A,26,1997,9.5,405,369,31,11,0,4,6,19,0,0,0,0,328,5,6,Matches
1107,Kai Havertz,de GER,"MF,FW",Arsenal,eng Premier League,24,1999,29.3,955,938,12,3,2,0,12,6,0,0,0,0,764,5,16,Matches
1108,Thorgan Hazard,be BEL,DF,Dortmund,de Bundesliga,30,1993,0.1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
1109,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,23,2000,26.3,2415,2344,65,42,3,6,4,6,0,0,0,0,2225,6,4,Matches
1110,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,eng Premier League,27,1996,23.5,551,508,43,1,3,3,11,10,4,0,0,0,424,0,23,Matches
1111,Silvan Hefti,ch SUI,"MF,DF",Genoa,it Serie A,25,1997,1.3,39,30,9,0,0,0,2,9,0,0,0,0,24,0,1,Matches
1112,Silvan Hefti,ch SUI,"DF,FW",Montpellier,fr Ligue 1,25,1997,7.9,328,268,59,2,0,1,19,57,0,0,0,0,238,1,15,Matches
1113,Dominique Heintz,de GER,DF,Köln,de Bundesliga,29,1993,6.3,423,359,64,5,0,2,23,54,0,0,0,0,349,0,6,Matches
1114,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,26,1997,18.0,485,342,140,35,0,0,0,0,0,0,0,0,280,3,0,Matches
1115,Liam Henderson,sct SCO,MF,Empoli,it Serie A,27,1996,0.1,5,3,2,1,0,0,1,0,1,1,0,0,2,0,0,Matches
1116,Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,26,1997,28.1,1670,1415,245,23,15,5,67,222,0,0,0,0,1314,10,40,Matches
1117,Henrique,br BRA,DF,Lyon,fr Ligue 1,29,1994,6.7,400,342,57,4,0,0,17,53,0,0,0,0,351,1,9,Matches
1118,Luis Henrique,br BRA,"FW,DF",Marseille,fr Ligue 1,21,2001,8.7,387,369,13,1,0,4,27,11,0,0,0,0,300,5,6,Matches
1119,Luiz Henrique,br BRA,FW,Betis,es La Liga,22,2001,6.8,211,207,3,1,1,2,24,1,1,0,0,0,146,1,11,Matches
1120,Matheus Henrique,br BRA,MF,Sassuolo,it Serie A,25,1997,27.8,1017,963,51,22,5,16,26,9,15,5,8,0,831,3,17,Matches
1121,Rico Henry,eng ENG,DF,Brentford,eng Premier League,26,1997,4.5,183,165,17,2,0,3,11,15,0,0,0,0,147,1,4,Matches
1122,Thomas Henry,fr FRA,FW,Hellas Verona,it Serie A,28,1994,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2,Matches
1123,Christophe Hérelle,mq MTQ,DF,Metz,fr Ligue 1,30,1992,18.0,609,580,28,27,0,2,1,1,0,0,0,0,543,1,4,Matches
1124,Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,28,1995,28.4,1947,1747,194,65,2,47,38,123,0,0,0,0,1676,6,25,Matches
1125,Javi Hernández ,es ESP,DF,Cádiz,es La Liga,25,1998,27.9,1292,992,299,62,1,4,127,193,44,15,22,0,922,1,27,Matches
1126,Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,34,1989,18.8,788,748,38,36,0,2,0,2,0,0,0,0,675,2,2,Matches
1127,Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,27,1996,21.2,1859,1686,169,41,1,16,19,128,0,0,0,0,1670,4,20,Matches
1128,Luis Hernández,es ESP,DF,Cádiz,es La Liga,34,1989,8.0,363,297,66,8,1,2,2,58,0,0,0,0,257,0,1,Matches
1129,Theo Hernández,fr FRA,DF,Milan,it Serie A,25,1997,31.0,1994,1738,252,80,6,17,68,146,18,4,7,0,1717,4,45,Matches
1130,Yarek Hernandis,es ESP,DF,Valencia,es La Liga,18,2005,8.2,292,235,57,7,0,0,6,48,0,0,0,0,208,0,6,Matches
1131,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,22,2001,18.3,738,679,58,34,0,3,0,1,0,0,0,0,589,1,11,Matches
1132,Ander Herrera,es ESP,MF,Athletic Club,es La Liga,33,1989,11.4,756,727,24,20,4,4,13,1,0,0,0,0,643,5,6,Matches
1133,Cristian Herrera,es ESP,"FW,MF",Las Palmas,es La Liga,32,1991,1.8,101,98,3,1,0,0,1,1,0,0,0,0,92,0,2,Matches
1134,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30,1993,31.9,1185,842,341,118,0,0,0,1,0,0,0,0,766,2,1,Matches
1135,Yangel Herrera,ve VEN,MF,Girona,es La Liga,25,1998,23.4,1137,1110,22,7,1,6,29,2,0,0,0,0,972,5,14,Matches
1136,Patrick Herrmann,de GER,"FW,DF",Gladbach,de Bundesliga,32,1991,1.0,44,37,7,1,0,0,5,0,6,4,0,0,29,0,1,Matches
1137,Juan Herzog,es ESP,DF,Las Palmas,es La Liga,20,2003,3.2,220,206,14,12,0,0,0,0,0,0,0,0,195,0,6,Matches
1138,Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,31,1992,32.6,1075,996,75,3,17,2,36,10,3,0,0,0,887,4,36,Matches
1139,Aaron Hickey,sct SCO,DF,Brentford,eng Premier League,21,2002,7.9,277,254,23,3,1,3,5,20,0,0,0,0,243,0,7,Matches
1140,Isak Hien,se SWE,DF,Hellas Verona,it Serie A,24,1999,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2,Matches
1141,Isak Hien,se SWE,DF,Atalanta,it Serie A,24,1999,10.4,472,451,21,14,0,1,0,1,0,0,0,0,417,0,2,Matches
1142,James Hill,eng ENG,DF,Bournemouth,eng Premier League,21,2002,0.8,42,34,8,0,0,0,0,8,0,0,0,0,28,0,2,Matches
1143,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,21,2002,16.5,1435,1375,58,18,2,5,8,30,0,0,0,0,1307,2,8,Matches
1144,Jack Hinshelwood,eng ENG,DF,Brighton,eng Premier League,18,2005,9.7,498,431,67,14,0,3,10,53,0,0,0,0,418,0,4,Matches
1145,Adam Hložek,cz CZE,"MF,FW",Leverkusen,de Bundesliga,21,2002,5.1,152,151,1,0,0,0,0,1,0,0,0,0,123,0,4,Matches
1146,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,33,1990,25.9,1153,1098,52,26,0,3,2,1,0,0,0,0,985,3,19,Matches
1147,Jonas Hofmann,de GER,MF,Leverkusen,de Bundesliga,31,1992,24.5,1530,1355,169,28,7,10,126,33,97,47,23,1,1214,6,43,Matches
1148,Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,30,1993,17.5,416,403,11,0,1,0,3,0,0,0,0,0,266,2,9,Matches
1149,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,29,1994,25.6,739,717,16,4,2,3,12,3,0,0,0,0,494,6,28,Matches
1150,Mason Holgate,eng ENG,DF,Sheffield Utd,eng Premier League,26,1996,7.9,211,169,41,3,0,1,7,38,0,0,0,0,138,1,2,Matches
1151,Fabian Holland,de GER,"MF,DF",Darmstadt 98,de Bundesliga,33,1990,20.4,919,836,78,30,3,4,26,40,8,2,5,0,720,5,24,Matches
1152,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,de Bundesliga,22,2001,14.2,398,382,14,0,0,2,44,5,0,0,0,0,253,2,38,Matches
1153,Emil Holm,se SWE,DF,Atalanta,it Serie A,23,2000,10.5,457,362,94,2,1,1,35,92,0,0,0,0,304,1,21,Matches
1154,Gerrit Holtmann,ph PHI,"MF,FW",Darmstadt 98,de Bundesliga,28,1995,4.4,155,143,12,0,0,0,12,12,0,0,0,0,113,0,5,Matches
1155,Martin Hongla,cm CMR,MF,Hellas Verona,it Serie A,25,1998,12.0,474,448,24,19,0,2,4,4,0,0,0,0,391,2,5,Matches
1156,Martin Hongla,cm CMR,"MF,DF",Granada,es La Liga,25,1998,6.2,283,273,9,7,0,3,2,2,0,0,0,0,237,1,4,Matches
1157,Franck Honorat,fr FRA,"DF,FW",Gladbach,de Bundesliga,26,1996,26.1,1207,998,199,39,3,2,236,42,115,40,62,1,802,10,38,Matches
1158,Mathias Honsak,at AUT,"FW,MF",Darmstadt 98,de Bundesliga,26,1996,11.3,285,269,14,0,1,0,11,13,0,0,0,0,210,2,10,Matches
1159,Sydney van Hooijdonk,nl NED,FW,Bologna,it Serie A,23,2000,2.4,36,30,5,0,0,0,1,0,0,0,0,0,28,1,2,Matches
1160,Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,de Bundesliga,23,1999,2.4,63,55,6,0,0,0,4,1,0,0,0,0,35,2,6,Matches
1161,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33,1989,33.0,886,695,186,41,0,2,0,0,0,0,0,0,706,5,1,Matches
1162,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,es La Liga,22,2001,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1163,Timo Hübers,de GER,DF,Köln,de Bundesliga,27,1996,30.9,1743,1665,73,60,1,8,3,7,0,0,0,0,1473,5,10,Matches
1164,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,22,2000,20.6,736,705,27,6,3,8,74,11,9,5,2,0,574,4,17,Matches
1165,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,28,1995,21.0,878,806,71,19,2,1,30,0,17,7,10,0,731,1,13,Matches
1166,Dean Huijsen,es ESP,DF,Roma,it Serie A,18,2005,5.7,459,441,18,6,0,2,1,7,0,0,0,0,400,0,10,Matches
1167,Dean Huijsen,es ESP,DF,Juventus,it Serie A,18,2005,0.1,19,18,0,0,0,1,0,0,0,0,0,0,18,1,0,Matches
1168,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,34,1988,17.6,1418,1366,50,44,3,16,3,3,0,0,0,0,1262,2,10,Matches
1169,Denis Huseinbasic,ba BIH,MF,Köln,de Bundesliga,22,2001,18.1,791,777,12,7,1,2,15,5,0,0,0,0,674,2,17,Matches
